79.823208,6.749101,0
79.823211,6.749106,0
79.823214,6.749111,0
79.823217,6.749116,0
79.82322,6.749121,0
79.823223,6.749126,0
79.823226,6.749131,0
79.823229,6.749136,0
79.823232,6.749141,0
79.823235,6.749146,0
79.823238,6.749151,0
79.823241,6.749156,0
79.823244,6.749161,0
79.823247,6.749166,0
79.82325,6.749171,0
79.823253,6.749176,0
79.823256,6.749181,0
79.823259,6.749186,0
79.823262,6.749191,0
79.823265,6.749196,0
79.823268,6.749201,0
79.823271,6.749206,0
79.823274,6.749211,0
79.823277,6.749216,0
79.82328,6.749221,0
79.823283,6.749226,0
79.823286,6.749231,0
79.823289,6.749236,0
79.823292,6.749241,0
79.823295,6.749246,0
79.823298,6.749251,0
79.823301,6.749256,0
79.823304,6.749261,0
79.823307,6.749266,0
79.82331,6.749271,0
79.823313,6.749276,0
79.823316,6.749281,0
79.823319,6.749286,0
79.823322,6.749291,0
79.823325,6.749296,0
79.823328,6.749301,0
79.823331,6.749306,0
79.823334,6.749311,0
79.823337,6.749316,0
79.82334,6.749321,0
79.823343,6.749326,0
79.823346,6.749331,0
79.823349,6.749336,0
79.823352,6.749341,0
79.823355,6.749346,0
79.823358,6.749351,0
79.823361,6.749356,0
79.823364,6.749361,0
79.823367,6.749366,0
79.82337,6.749371,0
79.823373,6.749376,0
79.823376,6.749381,0
79.823379,6.749386,0
79.823382,6.749391,0
79.823385,6.749396,0
79.823388,6.749401,0
79.823391,6.749406,0
79.823394,6.749411,0
79.823397,6.749416,0
79.8234,6.749421,0
79.823403,6.749426,0
79.823406,6.749431,0
79.823409,6.749436,0
79.823412,6.749441,0
79.823415,6.749446,0
79.823418,6.749451,0
79.823421,6.749456,0
79.823424,6.749461,0
79.823427,6.749466,0
79.82343,6.749471,0
79.823433,6.749476,0
79.823436,6.749481,0
79.823439,6.749486,0
79.823442,6.749491,0
79.823445,6.749496,0
79.823448,6.749501,0
79.823451,6.749506,0
79.823454,6.749511,0
79.823457,6.749516,0
79.82346,6.749521,0
79.823463,6.749526,0
79.823466,6.749531,0
79.823469,6.749536,0
79.823472,6.749541,0
79.823475,6.749546,0
79.823478,6.749551,0
79.823481,6.749556,0
79.823484,6.749561,0
79.823487,6.749566,0
79.82349,6.749571,0
79.823493,6.749576,0
79.823496,6.749581,0
79.823499,6.749586,0
79.823502,6.749591,0
79.823505,6.749596,0
79.823508,6.749601,0
79.823511,6.749606,0
79.823514,6.749611,0
79.823517,6.749616,0
79.82352,6.749621,0
79.823523,6.749626,0
79.823526,6.749631,0
79.823529,6.749636,0
79.823532,6.749641,0
79.823535,6.749646,0
79.823538,6.749651,0
79.823541,6.749656,0
79.823544,6.749661,0
79.823547,6.749666,0
79.82355,6.749671,0
79.823553,6.749676,0
79.823556,6.749681,0
